"mon_feature_id","date_time","sample_begin_depth","institution_abbr","preservative_abbr","Ca_Diss_Water","Cl_Diss_Water","DMS_Tot_Water","EC_Phys_Water","F_Diss_Water","K_Diss_Water","Mg_Diss_Water","Na_Diss_Water","NH4_N_Diss_Water","NO3_NO2_N_Diss_Water","P_Tot_Water","pH_Diss_Water","PO4_P_Diss_Water","Si_Diss_Water","SO4_Diss_Water","TAL_Diss_Water","Station","Qat"
101975,2000-04-25 18:00:00,0,"DWS-RQIS","HGCL2",16.68,76.678,274.48,48.4,0.277,9.214,6.727,52.825,0.02,3.991,,7.749,1.814,4.644,21.243,55.428,"G2H015Q01","G22H"
101975,2000-05-16 18:30:00,0,"DWS-RQIS","HGCL2",15.415,75.894,284.928,47.5,0.206,8.695,6.133,57.797,0.07,2.901,,8.107,1.037,4.322,29.292,61.828,"G2H015Q01","G22H"
101975,2000-05-23 18:20:00,0,"DWS-RQIS","HGCL2",17.193,88.065,297.787,50.2,0.208,10.168,5.762,61.401,0.02,1.973,,7.362,1.204,5.238,20.578,67.222,"G2H015Q01","G22H"
101975,2000-05-30 18:50:00,0,"DWS-RQIS","HGCL2",5.746,24.414,83.243,15.3,0.05,3.804,2.486,13.019,0.02,0.113,,6.865,0.045,1.978,11.224,17.909,"G2H015Q01","G22H"
101975,2000-06-06 18:00:00,0,"DWS-RQIS","HGCL2",15.984,75.285,259.214,43.9,0.156,7.808,6.089,51.388,0.02,1.486,,7.135,0.887,5.501,22.187,58.227,"G2H015Q01","G22H"
101975,2000-06-13 11:00:00,0,"DWS-RQIS","HGCL2",22.049,95.958,306.357,55.2,0.237,11.026,6.862,55.67,0.02,3.559,,7.938,0.417,6.167,31.801,53.881,"G2H015Q01","G22H"
101975,2000-06-20 18:10:00,0,"DWS-RQIS","HGCL2",21.214,96.974,310.496,54.7,0.227,10.678,8.12,58.685,0.02,4.7,,7.286,0.317,6.484,24.654,55.887,"G2H015Q01","G22H"
101975,2000-06-27 18:50:00,0,"DWS-RQIS","HGCL2",22.336,91.718,305.016,53.6,0.185,8.662,7.179,56.596,0.02,4.936,,7.881,1.021,6.46,21.7,58.751,"G2H015Q01","G22H"
101975,2000-07-04 18:35:00,0,"DWS-RQIS","HGCL2",20.022,101.848,338.271,57.1,0.394,9.839,6.498,66.716,0.02,7.271,,7.745,1.703,6.308,24.529,58.224,"G2H015Q01","G22H"
101975,2000-07-12 08:00:00,0,"DWS-RQIS","HGCL2",18.693,82.912,286.079,49.3,0.185,8.455,6.447,55.691,0.02,3.092,,7.596,1.02,6.14,18.979,63.872,"G2H015Q01","G22H"
101975,2000-07-19 15:35:00,0,"DWS-RQIS","HGCL2",16.692,49.281,186.825,32.2,0.167,4.826,6.047,29.164,0.02,1.032,,8.003,0.194,3.654,23.022,43.007,"G2H015Q01","G22H"
101975,2000-07-25 18:30:00,0,"DWS-RQIS","HGCL2",20.408,86.521,284.296,48.9,0.172,7.778,9.538,51.225,0.02,0.02,,7.593,0.239,6.123,23.066,69.502,"G2H015Q01","G22H"
101975,2000-08-01 18:15:00,0,"DWS-RQIS","HGCL2",19.55,98.737,322.61,57.6,0.226,8.557,7.699,66.033,0.377,3.72,,7.947,0.664,6.345,24.874,63.928,"G2H015Q01","G22H"
101975,2000-08-08 19:00:00,0,"DWS-RQIS","HGCL2",19.292,86.931,287.338,49.4,0.153,7.155,9.024,55.402,0.404,2.391,,7.689,0.641,6.849,21.366,61.468,"G2H015Q01","G22H"
101975,2000-08-15 18:00:00,0,"DWS-RQIS","HGCL2",19.657,87.683,299.558,52.8,0.184,8.498,7.18,57.223,0.269,2.849,,7.804,0.773,6.178,24.58,64.978,"G2H015Q01","G22H"
101975,2000-08-22 18:20:00,0,"DWS-RQIS","HGCL2",11.27,41.769,150.3,26.3,0.122,3.841,5.084,27.258,0.183,0.814,,7.937,0.144,3.734,17.084,32.472,"G2H015Q01","G22H"
101975,2000-08-29 16:30:00,0,"DWS-RQIS","HGCL2",21.157,99.57,318.513,55,0.2,9.225,7.285,60.595,0.02,3.91,,7.693,0.483,5.936,21.119,66.062,"G2H015Q01","G22H"
101975,2000-09-05 19:00:00,0,"DWS-RQIS","HGCL2",13.641,60.675,201.443,34.1,0.153,5.085,6.066,35.205,0.02,1.434,,7.694,0.268,5.113,24.597,40.045,"G2H015Q01","G22H"
101975,2000-09-12 17:00:00,0,"DWS-RQIS","HGCL2",14.538,60.693,198.331,34.7,0.181,4.746,6.666,32.172,0.063,1.462,,7.602,0.338,5.112,17.072,44.842,"G2H015Q01","G22H"
101975,2000-09-19 18:35:00,0,"DWS-RQIS","HGCL2",14.236,66.459,217.299,38.3,0.16,5.039,7.699,38.991,0.091,1.457,,7.538,0.458,5.665,17.816,48.331,"G2H015Q01","G22H"
101975,2000-09-26 17:55:00,0,"DWS-RQIS","HGCL2",15.272,65.292,213.029,37,0.171,5.81,7.769,36.019,0.222,1.416,,7.701,0.249,5.148,19.034,46.212,"G2H015Q01","G22H"
101975,2000-10-03 17:20:00,0,"DWS-RQIS","HGCL2",15.393,69.335,233.082,39.8,0.182,6.136,7.789,42.063,0.324,2.233,,7.657,0.457,5.865,19.502,50.013,"G2H015Q01","G22H"
101975,2000-10-10 18:05:00,0,"DWS-RQIS","HGCL2",14.566,55.81,211.111,35.9,0.156,6.556,6.906,36.63,0.784,2.379,,7.69,0.795,5.227,13.341,51.808,"G2H015Q01","G22H"
101975,2000-10-16 19:30:00,0,"DWS-RQIS","HGCL2",19.254,85.507,295.154,47.6,0.214,7.58,7.747,55.587,0.378,3.445,,7.66,0.846,6.244,16.753,69.043,"G2H015Q01","G22H"
101975,2000-10-24 18:30:00,0,"DWS-RQIS","HGCL2",17.058,77.523,272.925,46.9,0.18,7.854,7.773,49.52,0.02,4.74,,7.603,1.537,5.302,21.621,53.864,"G2H015Q01","G22H"
101975,2000-11-07 19:10:00,0,"DWS-RQIS","HGCL2",21.795,108.598,355.952,58.5,0.231,10.083,9.664,70.767,0.02,3.266,,7.407,1.275,3.095,20.417,78.74,"G2H015Q01","G22H"
101975,2000-11-13 19:40:00,0,"DWS-RQIS","HGCL2",21.593,111.471,383.823,61.4,0.218,11.037,9.671,78.652,0.02,2.687,,7.962,1.22,2.882,26.797,89.171,"G2H015Q01","G22H"
101975,2000-11-27 19:50:00,0,"DWS-RQIS","HGCL2",21.274,113.702,362.884,59.6,0.207,10.298,10.092,73.965,0.02,0.177,,7.332,0.965,1.648,26.13,84.845,"G2H015Q01","G22H"
101975,2001-01-08 19:50:00,0,"DWS-RQIS","HGCL2",24.012,115.039,403.111,67,0.206,12.563,8.418,82.46,0.02,2.78,,7.532,3.394,2.333,32.104,86.586,"G2H015Q01","G22H"
101975,2001-01-23 09:50:00,0,"DWS-RQIS","HGCL2",22.143,108.448,387.876,64.4,0.207,11.432,8.219,85.078,0.02,7.969,,7.837,2.228,1.565,25.254,69.682,"G2H015Q01","G22H"
101975,2001-02-21 09:05:00,0,"DWS-RQIS","HGCL2",24.127,90.443,371.014,56,0.258,12.223,7.154,70.336,0.02,3.009,,7.978,0.999,1.937,19.385,107.179,"G2H015Q01","G22H"
101975,2001-03-20 11:35:00,0,"DWS-RQIS","HGCL2",21.411,123.495,414.389,66.7,0.227,15.707,8.337,87.886,0.02,2.886,,7.968,0.003,1.934,27.758,95.761,"G2H015Q01","G22H"
101975,2001-04-18 08:15:00,0,"DWS-RQIS","HGCL2",16.215,63.2,240.564,40.2,0.198,9.466,5.737,45.806,0.02,3.695,,7.537,2.117,3.202,20.143,46.688,"G2H015Q01","G22H"
101975,2001-05-01 07:20:00,0,"DWS-RQIS","HGCL2",26.262,123.072,419.632,67.4,0.229,16.208,9.062,80.705,0.8,3.535,,7.844,1.505,4.317,29.307,93.084,"G2H015Q01","G22H"
101975,2001-05-15 07:40:00,0,"DWS-RQIS","HGCL2",23.953,100.286,371.954,59.1,0.197,14.227,8.029,69.729,0.02,6.675,,7.613,2.919,5.92,27.332,73.55,"G2H015Q01","G22H"
101975,2001-05-29 18:40:00,0,"DWS-RQIS","HGCL2",25.9,116.094,364.754,60.3,0.228,12.7,10.569,71.453,0.044,3.568,,8.096,1.205,5.43,24.103,69.026,"G2H015Q01","G22H"
101975,2001-06-12 08:45:00,0,"DWS-RQIS","HGCL2",21.456,76.252,255.109,43.6,0.219,7.733,7.604,44.128,0.356,2.81,,7.754,0.924,4.703,16.563,53.658,"G2H015Q01","G22H"
101975,2001-06-26 08:05:00,0,"DWS-RQIS","HGCL2",21.747,95.997,340.488,56.9,0.206,9.158,9.754,67.087,0.02,4.26,,7.49,2.02,5.435,30.858,66.109,"G2H015Q01","G22H"
101975,2001-07-10 08:10:00,0,"DWS-RQIS","HGCL2",11.042,38.851,147.005,24.5,0.147,5.063,4.637,22.006,0.168,1.115,,7.431,0.202,2.765,25.125,28.183,"G2H015Q01","G22H"
101975,2001-07-23 19:50:00,0,"DWS-RQIS","HGCL2",11.422,44.508,155.902,29.4,0.17,5.29,6.592,27.818,0.136,1.576,,7.581,0.185,4.014,16.853,29.141,"G2H015Q01","G22H"
101975,2001-08-07 08:40:00,0,"DWS-RQIS","HGCL2",20.237,87.923,280.363,48.9,0.224,7.583,9.739,49.369,0.177,2.724,,7.686,0.492,5.645,24.98,54.552,"G2H015Q01","G22H"
101975,2001-09-03 19:50:00,0,"DWS-RQIS","HGCL2",11.264,67.474,247.966,41.9,0.201,8.016,13.02,42.037,0.02,0.211,,6.804,0.024,6.834,24.008,66.362,"G2H015Q01","G22H"
101975,2001-09-18 08:30:00,0,"DWS-RQIS","HGCL2",11.539,67.7,237.745,40.8,0.169,5.838,12.061,43.4,0.114,1.529,,7.719,0.283,5.278,25.596,52.211,"G2H015Q01","G22H"
101975,2001-10-02 07:25:00,0,"DWS-RQIS","HGCL2",20.083,72.603,257.973,42.2,0.198,6.811,10.596,42.105,0.02,1.182,,7.608,0.088,5.081,26.527,60.301,"G2H015Q01","G22H"
101975,2001-10-15 19:20:00,0,"DWS-RQIS","HGCL2",17.992,80.16,259.825,45.3,0.179,6.539,9.114,52.119,0.02,2.055,,7.724,0.4,6.421,20.377,51.667,"G2H015Q01","G22H"
101975,2001-10-30 08:50:00,0,"DWS-RQIS","HGCL2",17.862,72.327,244.782,42.9,0.192,7.377,9.263,38.418,0.073,1.291,,7.833,0.242,4.867,20.011,59.693,"G2H015Q01","G22H"
101975,2001-11-13 07:30:00,0,"DWS-RQIS","HGCL2",18.267,80.005,282.106,46.9,0.199,7.435,8.822,52.304,0.02,2.499,,7.712,0.884,5.093,27.399,60.591,"G2H015Q01","G22H"
101975,2001-11-27 07:25:00,0,"DWS-RQIS","HGCL2",18.731,82.488,279.392,46,0.213,6.955,8.23,51.385,0.065,2.644,,7.853,0.849,2.439,24.211,59.698,"G2H015Q01","G22H"
101975,2001-12-11 06:25:00,0,"DWS-RQIS","HGCL2",20.677,96.384,328.321,58.3,0.209,9.079,10.728,57.726,0.042,5.815,,7.865,0.5,1.323,20.875,69.972,"G2H015Q01","G22H"
101975,2002-01-22 07:40:00,0,"DWS-RQIS","HGCL2",16.22,74.476,252.25,41.9,0.209,6.934,8.187,44.677,0.291,1.616,,7.731,0.627,4.441,14.403,63.722,"G2H015Q01","G22H"
101975,2002-02-04 19:47:00,0,"DWS-RQIS","HGCL2",22.399,107.189,370.218,57.1,0.281,11.934,9.812,74.14,0.02,2.01,,8.023,1.103,2.533,16.813,94.602,"G2H015Q01","G22H"
101975,2002-02-19 09:00:00,0,"DWS-RQIS","HGCL2",18.706,82.694,304.227,50.7,0.206,10.187,7.059,59.03,0.02,2.94,,7.554,0.825,2.044,18.637,75.569,"G2H015Q01","G22H"
101975,2002-03-05 08:00:00,0,"DWS-RQIS","HGCL2",8.901,37.743,128.323,24.2,0.149,3.983,3.999,20.613,0.144,0.973,,7.018,0.393,1.932,11.123,29.62,"G2H015Q01","G22H"
101975,2002-03-19 09:00:00,0,"DWS-RQIS","HGCL2",,,,56.1,,,,,0.058,5.713,,7.773,0.496,3.134,,,"G2H015Q01","G22H"
101975,2002-04-02 10:35:00,0,"DWS-RQIS","HGCL2",22.49,86.228,310.209,51.5,0.193,11.061,7.282,56.554,0.345,4.433,,7.886,0.919,3.601,18.639,69.613,"G2H015Q01","G22H"
101975,2002-04-16 10:05:00,0,"DWS-RQIS","HGCL2",,,,45.1,,,,,0.02,4.383,,7.657,1.711,3.7,,,"G2H015Q01","G22H"
101975,2002-04-30 11:30:00,0,"DWS-RQIS","HGCL2",12.918,53.038,183.142,30.7,0.152,6.47,5.038,31.774,0.02,1.496,,7.548,0.543,4.266,15.991,40.556,"G2H015Q01","G22H"
101975,2002-05-14 08:20:00,0,"DWS-RQIS","HGCL2",,,,42.3,,,,,0.141,6.341,,7.474,1.487,6.314,,,"G2H015Q01","G22H"
101975,2002-05-28 10:00:00,0,"DWS-RQIS","HGCL2",18.858,73.964,244.806,44.1,0.162,7.75,8.35,40.397,0.02,3.751,,7.733,0.56,5.698,21.741,45.303,"G2H015Q01","G22H"
101975,2002-06-11 08:00:00,0,"DWS-RQIS","HGCL2",,,,41.4,,,,,0.486,2.151,,7.548,0.438,5.782,,,"G2H015Q01","G22H"
101975,2002-06-25 09:30:00,0,"DWS-RQIS","HGCL2",18.354,63.667,216.204,37.8,0.148,6.106,7.05,38.264,0.476,2.211,,7.672,0.445,5.424,16.478,44.594,"G2H015Q01","G22H"
101975,2002-07-09 07:45:00,0,"DWS-RQIS","HGCL2",,,,24.2,,,,,0.02,0.02,,6.841,0.1,3.134,,,"G2H015Q01","G22H"
101975,2002-07-23 07:10:00,0,"DWS-RQIS","HGCL2",22.862,75.74,269.708,45.8,0.214,13.608,8.77,38.739,1.287,1.406,,8.041,0.374,5.998,16.941,68.735,"G2H015Q01","G22H"
101975,2002-08-06 07:35:00,0,"DWS-RQIS","HGCL2",,,,33.4,,,,,0.292,0.914,,8.315,0.202,4.541,,,"G2H015Q01","G22H"
101975,2002-08-20 09:15:00,0,"DWS-RQIS","HGCL2",19.308,91.108,291.326,49,0.191,7.023,10.115,54.093,0.233,2.109,,7.873,0.417,5.319,21.225,63.439,"G2H015Q01","G22H"
101975,2002-09-03 08:10:00,0,"DWS-RQIS","HGCL2",,,,50.6,,,,,0.935,1.951,,7.405,1.031,5.43,,,"G2H015Q01","G22H"
101975,2002-09-16 12:00:00,0,"DWS-RQIS","HGCL2",17.092,74.671,250.114,43.7,0.182,5.987,8.835,40.932,0.02,1.745,,7.322,0.354,5.648,22.281,58.477,"G2H015Q01","G22H"
101975,2002-10-01 08:48:00,0,"DWS-RQIS","HGCL2",,,,39.5,,,,,0.143,1.891,,7.562,0.409,4.476,,,"G2H015Q01","G22H"
101975,2002-10-15 09:17:00,0,"DWS-RQIS","HGCL2",17.871,79.352,272.613,47,0.197,5.721,7.469,44.914,0.333,2.023,,7.945,0.692,5.922,26.085,65.202,"G2H015Q01","G22H"
101975,2002-10-29 09:20:00,0,"DWS-RQIS","HGCL2",,,,41.1,,,,,0.02,4.343,,7.806,1.167,5.894,,,"G2H015Q01","G22H"
101975,2002-11-12 07:00:00,0,"DWS-RQIS","HGCL2",,,,48.9,,,,,0.02,0.341,,6.976,0.63,4.974,,,"G2H015Q01","G22H"
101975,2002-11-26 06:50:00,0,"DWS-RQIS","HGCL2",18.109,97.147,310.911,54.9,0.23,9.34,8.778,62.494,0.059,2.161,,7.881,1.353,3.284,22.326,64.544,"G2H015Q01","G22H"
101975,2003-01-18 15:00:00,0,"DWS-RQIS","HGCL2",23.873,88.274,341.408,53.8,0.26,12.342,8.321,60.836,0.02,1.844,,7.742,1.075,1.448,24.879,91.152,"G2H015Q01","G22H"
101975,2003-01-21 09:15:00,0,"DWS-RQIS","HGCL2",23.508,102.341,377.375,61.2,0.21,14.387,9.603,69.319,0.02,0.327,,7.432,1.239,1.359,25.099,104.683,"G2H015Q01","G22H"
101975,2003-02-04 08:30:00,0,"DWS-RQIS","HGCL2",22.266,100.72,361.835,59.6,0.233,12.467,8.501,72.008,0.02,2.173,,7.878,1.576,1.665,22.543,89.087,"G2H015Q01","G22H"
101975,2003-02-18 09:36:00,0,"DWS-RQIS","HGCL2",,,,42.5,,,,,0.08,1.718,,7.472,1.012,2.95,,,"G2H015Q01","G22H"
101975,2003-03-18 09:25:00,0,"DWS-RQIS","HGCL2",19.844,62.586,292.48,45.5,0.189,12.522,5.745,51.359,0.187,1.191,,7.424,1.803,3.871,21.294,88.496,"G2H015Q01","G22H"
101975,2003-04-01 09:35:00,0,"DWS-RQIS","HGCL2",,,,49.7,,,,,0.112,4.07,,7.599,1.505,6.041,,,"G2H015Q01","G22H"
101975,2003-04-15 10:20:00,0,"DWS-RQIS","HGCL2",20.639,90.717,304.666,47.9,0.252,10.905,7.34,56.255,0.02,3.041,,7.548,0.917,6.483,22.386,65.509,"G2H015Q01","G22H"
101975,2003-05-13 11:40:00,0,"DWS-RQIS","HGCL2",19.895,92.373,300.664,50.1,0.223,11.808,8.576,52.479,0.02,3.594,,8.031,0.495,5.886,24.313,60.318,"G2H015Q01","G22H"
101975,2003-05-27 10:45:00,0,"DWS-RQIS","HGCL2",16.475,72.631,239.639,42.6,0.22,9.014,7.256,44.566,0.02,2.851,,7.512,0.918,5.344,21.778,42.844,"G2H015Q01","G22H"
101975,2003-06-10 12:30:00,0,"DWS-RQIS","HGCL2",,,,45.8,,,,,0.1,5.712,,7.496,1.492,6.19,,,"G2H015Q01","G22H"
101975,2003-06-24 12:20:00,0,"DWS-RQIS","HGCL2",20.321,83.036,287.502,51.7,0.255,10.539,7.414,56.778,0.02,0.266,,7.631,0.971,6.258,21.205,68.709,"G2H015Q01","G22H"
101975,2003-07-08 11:50:00,0,"DWS-RQIS","HGCL2",,,,64.1,,,,,0.02,3.954,,7.455,1.75,6.764,,,"G2H015Q01","G22H"
101975,2003-07-22 12:30:00,0,"DWS-RQIS","HGCL2",19.046,77.495,268.861,47.4,0.237,10.176,7.607,45.78,1.167,3.981,,7.563,1.889,5.81,14.11,56.995,"G2H015Q01","G22H"
101975,2003-08-05 11:20:00,0,"DWS-RQIS","HGCL2",,,,41.8,,,,,0.39,2.669,,7.509,0.941,5.047,,,"G2H015Q01","G22H"
101975,2003-09-02 12:00:00,0,"DWS-RQIS","HGCL2",,,,32.9,,,,,0.02,0.738,,6.922,0.055,4.254,,,"G2H015Q01","G22H"
101975,2003-09-16 11:45:00,0,"DWS-RQIS","HGCL2",19.528,69.207,242.111,42.8,0.233,7.065,7.417,42.93,0.02,3.143,,7.411,0.646,5.091,16.322,52.072,"G2H015Q01","G22H"
101975,2003-09-30 13:00:00,0,"DWS-RQIS","HGCL2",,,,41.8,,,,,0.02,0.359,,7.408,0.292,4.803,,,"G2H015Q01","G22H"
101975,2003-10-14 12:50:00,0,"DWS-RQIS","HGCL2",14.745,72.767,248.276,41.5,0.212,7.079,9.005,47.308,0.015,2.457,,7.607,0.789,6.217,15.369,56.162,"G2H015Q01","G22H"
101975,2003-11-25 12:00:00,0,"DWS-RQIS","HGCL2",22.433,112.162,380.239,59.3,0.277,12.694,9.431,74.474,0.324,0.055,,7.218,2.008,2.817,24.829,96.06,"G2H015Q01","G22H"
101975,2003-12-09 10:00:00,0,"DWS-RQIS","HGCL2",19.444,90.299,327.147,54.6,0.224,11.893,8.642,65.18,0.015,2.817,,7.726,2.074,2.85,22.68,73.763,"G2H015Q01","G22H"
101975,2004-01-03 13:15:00,0,"DWS-RQIS","HGCL2",20.378,82.58,315.803,51.8,0.224,13.113,7.052,59.518,0.015,1.069,,7.848,1.96,3.094,18.149,85.321,"G2H015Q01","G22H"
101975,2004-01-06 12:15:00,0,"DWS-RQIS","HGCL2",18.393,68.243,233.193,40.2,0.204,8.278,7.183,39.358,0.015,2.361,,7.514,1.608,4.198,15.746,49.527,"G2H015Q01","G22H"
101975,2004-01-20 11:40:00,0,"DWS-RQIS","HGCL2",,,,51,,,,,0.015,1.735,,7.191,1.953,3.359,,,"G2H015Q01","G22H"
101975,2004-02-17 12:50:00,0,"DWS-RQIS","HGCL2",21.412,94.199,358.757,54.6,0.215,14.913,7.661,67.215,0.015,2.783,,7.512,1.641,2.567,18.259,96.38,"G2H015Q01","G22H"
101975,2004-03-02 13:20:00,0,"DWS-RQIS","HGCL2",15.669,58.532,212.107,37.1,0.1,9.78,5.224,42.629,0.102,0.465,,6.722,0.918,2.67,20.673,44.696,"G2H015Q01","G22H"
101975,2004-03-25 08:15:00,0,"DWS-RQIS","HGCL2",,,,51.5,,,,,0.015,3.997,,7.027,0.494,4.204,,,"G2H015Q01","G22H"
101975,2004-04-07 17:37:00,0,"DWS-RQIS","HGCL2",23.976,97.944,364.052,58.1,0.227,11.459,8.778,69.962,0.543,0.848,,7.13,1.159,4.311,27.527,95.281,"G2H015Q01","G22H"
101975,2004-04-22 11:40:00,0,"DWS-RQIS","HGCL2",21.897,87.279,311.62,50.2,0.212,12.391,8.417,55.814,0.015,1.476,,7.239,1.072,5.204,28.416,71.645,"G2H015Q01","G22H"
101975,2004-05-06 09:35:00,0,"DWS-RQIS","HGCL2",24.557,101.351,349.671,59.9,0.259,12.912,9.604,67.738,0.015,3.54,,7.221,1.417,5.202,18.6,77.601,"G2H015Q01","G22H"
101975,2004-05-20 11:10:00,0,"DWS-RQIS","HGCL2",24.097,104.456,366.729,62.8,0.223,16.588,9.588,70.539,0.015,3.978,,7.717,2.341,5.905,24.905,75.067,"G2H015Q01","G22H"
101975,2004-06-03 11:10:00,0,"DWS-RQIS","HGCL2",25.852,112.707,380.771,60.2,0.226,17.397,9.4,67.351,0.497,7.498,,7.441,2.904,6.796,13.116,75.444,"G2H015Q01","G22H"
101975,2004-06-16 17:00:00,0,"DWS-RQIS","HGCL2",15.743,71.626,231.37,39,0.246,8.074,6.306,41.207,0.044,1.992,,7.168,0.691,5.214,17.936,48.586,"G2H015Q01","G22H"
101975,2004-06-30 17:15:00,0,"DWS-RQIS","HGCL2",18.201,93.003,266.715,49.4,0.1,8.706,8.045,53.837,0.015,2.907,,8.063,1.046,5.591,13.675,45.153,"G2H015Q01","G22H"
101975,2004-07-15 08:00:00,0,"DWS-RQIS","HGCL2",20.089,91.675,288.508,52.6,0.1,10.4,8.562,57.351,0.101,3.981,,7.265,1.42,5.891,16.837,50.348,"G2H015Q01","G22H"
101975,2004-07-28 17:40:00,0,"DWS-RQIS","HGCL2",17.642,76.205,256.027,45.4,0.293,8.396,7.424,45.754,0.015,2.784,,7.332,1.054,3.002,20.212,52.922,"G2H015Q01","G22H"
101975,2004-08-11 18:00:00,0,"DWS-RQIS","HGCL2",15.59,61.478,209.946,38.2,0.1,6.066,6.864,35.947,0.084,1.552,,7.404,0.238,4.315,27.86,39.641,"G2H015Q01","G22H"
101975,2004-08-25 17:20:00,0,"DWS-RQIS","HGCL2",10.756,50.587,168.933,31.5,0.1,4.682,6.288,31.535,0.154,0.886,,7.34,0.391,4.392,12.25,38.889,"G2H015Q01","G22H"
101975,2004-09-09 08:49:00,0,"DWS-RQIS","HGCL2",17.106,78.934,263.4,47.4,0.1,8.158,8.556,50.76,0.015,3.744,,7.396,1.016,5.13,14.096,54.116,"G2H015Q01","G22H"
101975,2004-09-22 16:35:00,0,"DWS-RQIS","HGCL2",19.48,75.716,268.742,48,0.1,7.89,8.295,51.825,0.015,2.364,,7.461,1.066,5.235,16.458,61.698,"G2H015Q01","G22H"
101975,2004-10-06 16:55:00,0,"DWS-RQIS","HGCL2",24.601,116.799,363.371,62.1,0.212,9.813,11.682,67.473,0.111,3.199,,7.478,1.981,6.918,22.779,73.515,"G2H015Q01","G22H"
101975,2004-10-20 17:05:00,0,"DWS-RQIS","HGCL2",22.461,94.473,310.114,51.8,0.202,8.351,10.83,56.485,0.097,1.724,,7.74,0.89,6.422,21.366,70.092,"G2H015Q01","G22H"
101975,2004-11-03 16:48:00,0,"DWS-RQIS","HGCL2",22.447,91.497,323.467,52.8,0.203,8.975,10.976,56.667,0.649,2.449,,7.708,1.662,6.363,20.91,77.932,"G2H015Q01","G22H"
101975,2004-11-17 17:30:00,0,"DWS-RQIS","HGCL2",25.485,110.757,377.299,62.7,0.209,10.34,10.878,70.694,0.139,5.379,,7.764,0.494,3.177,24.868,80.838,"G2H015Q01","G22H"
101975,2004-12-01 17:00:00,0,"DWS-RQIS","HGCL2",26.306,122.52,406.204,67.7,0.246,11.304,11.49,79.755,0.015,1.412,,7.194,0.491,2.258,25.543,99.458,"G2H015Q01","G22H"
101975,2004-12-16 08:50:00,0,"DWS-RQIS","HGCL2",29.457,171.246,507.586,90.7,0.226,14.483,14.447,103.381,0.057,2.498,,7.547,0.491,2.55,32.712,105.8,"G2H015Q01","G22H"
101975,2004-12-29 17:22:00,0,"DWS-RQIS","HGCL2",27.03,133.783,432.288,74.5,0.25,12.266,12.319,90.453,0.015,0.765,,7.693,1.636,2.132,25.474,100.3,"G2H015Q01","G22H"
101975,2005-01-12 17:25:00,0,"DWS-RQIS","HGCL2",24.018,126.219,382.32,64.4,0.234,9.912,11.486,76.367,0.015,1.723,,7.634,0.497,1.932,18.139,87.573,"G2H015Q01","G22H"
101975,2005-01-26 17:11:00,0,"DWS-RQIS","HGCL2",24.499,126.44,446.906,70.1,0.281,16.317,11.465,87.788,0.015,1.344,,7.823,2.59,1.983,25.499,115.404,"G2H015Q01","G22H"
101975,2005-02-09 17:55:00,0,"DWS-RQIS","HGCL2",28.617,111.083,427.624,65.2,0.247,18.658,9.104,81.013,0.02,2.507,,7.485,1.461,2.116,24.574,113.778,"G2H015Q01","G22H"
101975,2005-02-24 09:10:00,0,"DWS-RQIS","HGCL2",26.143,119.19,433.405,68.5,0.229,17.928,9.717,86.323,0.02,1.816,,7.708,0.492,2.013,19.839,118.484,"G2H015Q01","G22H"
101975,2005-03-09 18:10:00,0,"DWS-RQIS","HGCL2",24.401,107.454,402.269,65.2,0.243,17.377,8.957,79.187,0.02,2.226,,7.779,2.209,3.394,28.546,97.97,"G2H015Q01","G22H"
101975,2005-03-23 18:00:00,0,"DWS-RQIS","HGCL2",28.762,114.024,,70.7,0.24,20.812,10.622,80.498,0.048,,,7.893,3.364,4.731,25.911,102.246,"G2H015Q01","G22H"
101975,2005-04-06 17:58:00,0,"DWS-RQIS","HGCL2",22.502,101.577,326.9,60.6,0.223,13.068,7.255,71.166,0.02,3.835,,7.547,4.189,3.581,20.89,49.516,"G2H015Q01","G22H"
101975,2005-04-21 09:51:00,0,"DWS-RQIS","HGCL2",20.086,68.643,248.163,41.8,0.186,11,5.977,39.649,0.087,1.468,,7.363,1.64,4.743,17.441,60.317,"G2H015Q01","G22H"
101975,2005-05-04 17:50:00,0,"DWS-RQIS","HGCL2",22.95,82.688,307.689,53.7,0.303,11.852,8.14,57.233,0.168,4.748,,7.578,1.456,5.536,18.585,65.81,"G2H015Q01","G22H"
101975,2005-05-18 17:00:00,0,"DWS-RQIS","HGCL2",6.188,19.846,77.579,13.9,0.112,2.785,1.925,10.493,0.13,0.434,,6.251,0.217,2.033,14.838,15.286,"G2H015Q01","G22H"
101975,2005-06-01 17:00:00,0,"DWS-RQIS","HGCL2",8.071,28.089,95.645,17.3,0.115,3.585,2.92,14.846,0.259,0.53,,6.713,0.222,2.803,8.253,21.657,"G2H015Q01","G22H"
101975,2005-06-15 17:00:00,0,"DWS-RQIS","HGCL2",9.091,41.338,126.808,23.1,0.135,3.656,4.315,20.52,0.146,0.682,,7.428,0.195,3.238,18.411,20.945,"G2H015Q01","G22H"
101975,2005-06-29 17:21:00,0,"DWS-RQIS","HGCL2",13.231,50.728,164.946,31.2,0.135,4.496,3.887,30.198,0.127,1.214,,7.332,0.253,4.429,10.585,37.213,"G2H015Q01","G22H"
